DATAFLOW,LAST UPDATE,freq,unit,sex,age,citizen,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 49 years,Total,Euro area – 20 countries (from 2023),2024-Q4,89840.8,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 49 years,Total,Euro area – 20 countries (from 2023),2025-Q1,89784.2,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 49 years,Total,Euro area – 20 countries (from 2023),2025-Q2,90309.5,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2005-Q1,108894.1,b,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2005-Q2,109953.9,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2005-Q3,110273.8,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2005-Q4,110330.8,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2006-Q1,110356.6,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2006-Q2,111793.7,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2006-Q3,112288.3,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2006-Q4,112571.4,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2007-Q1,111992.7,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2007-Q2,113364.5,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2007-Q3,114101.9,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2007-Q4,114203.1,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2008-Q1,113599.4,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2008-Q2,114425.7,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2008-Q3,114794.7,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2008-Q4,114237.9,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2009-Q1,112030.0,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2009-Q2,112152.5,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2009-Q3,111685.1,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2009-Q4,111754.8,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2010-Q1,110007.7,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2010-Q2,110782.4,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2010-Q3,110749.8,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2010-Q4,110670.3,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2011-Q1,109536.2,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2011-Q2,110447.8,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2011-Q3,110102.1,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2011-Q4,109635.2,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2012-Q1,108304.8,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2012-Q2,109032.7,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2012-Q3,108776.1,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2012-Q4,108106.1,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2013-Q1,106702.2,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2013-Q2,107584.2,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2013-Q3,107338.8,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2013-Q4,107163.4,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2014-Q1,106838.4,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2014-Q2,107887.2,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2014-Q3,107954.5,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2014-Q4,107785.0,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2015-Q1,106899.3,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2015-Q2,108002.1,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2015-Q3,108443.2,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2015-Q4,108455.2,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2016-Q1,107994.7,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2016-Q2,108876.9,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2016-Q3,109407.6,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2016-Q4,109127.7,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2017-Q1,108345.5,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2017-Q2,109253.5,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2017-Q3,109766.5,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2017-Q4,109426.5,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2018-Q1,108446.3,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2018-Q2,109443.4,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2018-Q3,109634.0,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2018-Q4,109335.3,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2019-Q1,108888.5,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2019-Q2,109621.3,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2019-Q3,109571.6,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2019-Q4,109615.4,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2020-Q1,107712.3,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2020-Q2,105892.7,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2020-Q3,106546.2,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2020-Q4,106964.0,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2021-Q1,104675.5,b,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2021-Q2,106588.4,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2021-Q3,107758.4,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2021-Q4,107970.4,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2022-Q1,107478.9,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2022-Q2,108763.3,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2022-Q3,108720.8,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2022-Q4,108787.3,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2023-Q1,108432.6,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2023-Q2,109439.6,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2023-Q3,109052.3,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2023-Q4,109462.5,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2024-Q1,108972.3,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2024-Q2,109994.4,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2024-Q3,109868.2,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2024-Q4,110089.9,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2025-Q1,109891.9,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 54 years,Total,Euro area – 20 countries (from 2023),2025-Q2,110492.2,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2005-Q1,119618.8,b,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2005-Q2,120892.4,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2005-Q3,121345.1,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2005-Q4,121646.8,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2006-Q1,121692.6,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2006-Q2,123349.0,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2006-Q3,123917.4,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2006-Q4,124347.5,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2007-Q1,123758.4,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2007-Q2,125508.7,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2007-Q3,126265.3,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2007-Q4,126440.1,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2008-Q1,125770.5,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2008-Q2,126883.2,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2008-Q3,127375.4,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2008-Q4,126833.6,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2009-Q1,124566.5,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2009-Q2,124912.8,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2009-Q3,124416.8,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2009-Q4,124567.6,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2010-Q1,122828.4,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2010-Q2,123675.0,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2010-Q3,123711.0,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2010-Q4,123812.4,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2011-Q1,122714.0,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2011-Q2,123898.2,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2011-Q3,123614.9,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2011-Q4,123232.9,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2012-Q1,121971.7,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2012-Q2,122971.3,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2012-Q3,122815.6,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2012-Q4,122173.9,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2013-Q1,120668.2,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2013-Q2,121778.8,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2013-Q3,121775.9,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2013-Q4,121662.8,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2014-Q1,121328.6,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2014-Q2,122548.0,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2014-Q3,122875.3,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2014-Q4,122763.1,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2015-Q1,121944.5,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2015-Q2,123282.4,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2015-Q3,123888.5,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2015-Q4,124002.2,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2016-Q1,123797.3,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2016-Q2,124925.0,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2016-Q3,125587.1,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2016-Q4,125399.0,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2017-Q1,124722.2,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2017-Q2,125932.6,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2017-Q3,126588.6,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2017-Q4,126464.1,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2018-Q1,125534.6,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2018-Q2,126677.6,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2018-Q3,127193.5,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2018-Q4,126997.3,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2019-Q1,126499.5,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2019-Q2,127398.2,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2019-Q3,127602.6,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2019-Q4,127972.3,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2020-Q1,125952.2,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2020-Q2,124025.7,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2020-Q3,124845.8,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2020-Q4,125458.2,,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2021-Q1,123015.1,b,
ESTAT:LFSQ_EGAN(1.0),12/09/25 11:00:00,Quarterly,Thousand persons,Total,From 25 to 59 years,Total,Euro area – 20 countries (from 2023),2021-Q2,125140.5,,
